WB_id,public_name,logFC
WBGene00020881,T28A11.19,1.638608103
WBGene00006886,vap-1,1.63428561
WBGene00020889,T28C12.2,1.630721096
WBGene00005064,sra-38,1.628536787
WBGene00008821,F14H3.2,1.628242447
WBGene00005947,srx-56,1.627314721
WBGene00006112,str-47,1.62688756
WBGene00013820,Y116F11B.2,1.622703422
WBGene00019285,cbn-1,1.620915019
WBGene00007533,C12C8.2,1.620861644
WBGene00009413,oac-19,1.618569708
WBGene00013744,Y111B2A.27,1.617332139
WBGene00015994,C18H7.4,1.617332139
WBGene00016845,C50F7.5,1.617007856
WBGene00017511,srbc-41,1.61353638
WBGene00015537,C06E4.8,1.613487026
WBGene00008475,oac-13,1.612416825
WBGene00000558,cnc-4,1.610054626
WBGene00018540,btb-21,1.60897213
WBGene00005183,srg-26,1.607508876
WBGene00010823,M01G12.10,1.60727691
WBGene00012752,C12C8.t3,1.60727691
WBGene00014352,F28F8.t3,1.60727691
WBGene00015210,B0496.1,1.60727691
WBGene00015758,nhr-155,1.60727691
WBGene00017059,D2062.7,1.60727691
WBGene00018580,F47G6.3,1.60727691
WBGene00022907,C04A2.t1,1.60727691
WBGene00022960,C43G2.t2,1.60727691
WBGene00023076,F59C12.t2,1.60727691
WBGene00044085,Y105C5B.30,1.60727691
WBGene00169464,21ur-11723,1.60727691
WBGene00171006,21ur-13151,1.60727691
WBGene00194727,C18D11.10,1.60727691
WBGene00195048,K08D10.13,1.60727691
WBGene00196852,C02F4.10,1.60727691
WBGene00198006,R160.9,1.60727691
WBGene00198355,F28C1.12,1.60727691
WBGene00200273,C07E3.15,1.60727691
WBGene00200619,F01E11.14,1.60727691
WBGene00201211,T23E1.7,1.60727691
WBGene00014760,F46A8.2,1.605792143
WBGene00019470,cyp-35B3,1.603772637
WBGene00005544,sri-32,1.603121142
WBGene00017978,F32B5.4,1.600407763
WBGene00009813,F47B10.2,1.598762505
WBGene00010880,M05D6.8,1.598614351
WBGene00008660,clec-153,1.597777334
WBGene00018452,F45D11.5,1.595711756
WBGene00000684,col-110,1.595046365
WBGene00020587,ugt-9,1.594444195
WBGene00018619,F48G7.8,1.5915787
WBGene00005002,spp-17,1.591107557
WBGene00044216,C47E8.10,1.588126776
WBGene00169448,21ur-15262,1.588126776
WBGene00011676,cyp-13A2,1.586915126
WBGene00015961,srbc-7,1.586269393
WBGene00189952,K10D2.8,1.586205019
WBGene00017027,D1044.1,1.585169079
WBGene00020223,T05A7.6,1.582206
WBGene00008520,F02D8.1,1.581389041
WBGene00009754,F46A9.1,1.578383408
WBGene00006454,aex-4,1.578154682
WBGene00044948,K11H12.12,1.578085103
WBGene00018301,F41G3.5,1.577564153
WBGene00019213,H20E11.1,1.57717869
WBGene00007538,C12D8.9,1.576083941
WBGene00017071,aagr-1,1.574583677
WBGene00010512,K02E11.3,1.573234123
WBGene00000612,col-35,1.570985278
WBGene00006009,srx-118,1.570985278
WBGene00006169,str-118,1.570985278
WBGene00014411,F58D5.t1,1.570985278
WBGene00018211,oac-24,1.570985278
WBGene00018443,btb-7,1.570985278
WBGene00020342,fbxa-201,1.570985278
WBGene00020548,T17A3.12,1.570985278
WBGene00168401,21ur-10300,1.570985278
WBGene00199934,M163.20,1.570985278
WBGene00200487,K08A8.23,1.570985278
WBGene00012027,fbxa-127,1.568385339
WBGene00044542,CD4.11,1.567715456
WBGene00007112,B0035.13,1.564662684
WBGene00017798,F25G6.7,1.564436006
WBGene00015231,cutl-14,1.564115882
WBGene00019622,K10C2.7,1.560809774
WBGene00000760,col-187,1.558212502
WBGene00017370,F10G7.6,1.556926416
WBGene00008178,C48D1.5,1.555748809
WBGene00017680,F21F8.6,1.555686283
WBGene00010925,M153.2,1.554501389
WBGene00008669,acs-14,1.551869692
WBGene00010339,acl-1,1.551228238
WBGene00017743,F23F1.2,1.551153995
WBGene00008220,C50B6.7,1.548439618
WBGene00012219,W03C9.1,1.548212754
WBGene00002273,lec-10,1.546586164
WBGene00197097,F13B9.9,1.54546766
WBGene00019929,R07C3.13,1.543586303
WBGene00166372,21ur-14887,1.542959297
WBGene00016425,C34H4.2,1.538993552
WBGene00004206,pst-1,1.533592395
WBGene00008249,srsx-28,1.531576676
WBGene00006624,try-6,1.530053556
WBGene00006211,str-166,1.529866301
WBGene00009891,scl-10,1.529699032
WBGene00009633,F42E11.3,1.529326522
WBGene00018050,clec-139,1.528222906
WBGene00021114,W09C3.7,1.525374904
WBGene00019830,hrg-1,1.524751808
WBGene00014406,F57F5.t1,1.524416952
WBGene00023272,F22E5.19,1.524416952
WBGene00201745,C14F5.11,1.524416952
WBGene00007804,C29F3.3,1.524077234
WBGene00005040,sra-14,1.523925599
WBGene00018109,fbxb-12,1.523684986
WBGene00004408,rla-0,1.523572114
WBGene00044120,C36B1.13,1.520213519
WBGene00008451,E01G6.3,1.517344443
WBGene00020393,T10B5.7,1.517072577
WBGene00009347,F32H5.1,1.515882529
WBGene00001245,elo-7,1.515100063
WBGene00196814,F14F3.8,1.513052091
WBGene00019345,tmem-135,1.511596321
WBGene00010801,M01B2.8,1.509746059
WBGene00013613,Y102A5C.4,1.506418624
WBGene00015093,B0261.5,1.506418624
WBGene00018865,F55A12.6,1.506214399
WBGene00018182,F38E1.10,1.506021106
WBGene00015707,C12D5.4,1.503147841
WBGene00014694,C33D3.2,1.501865893
WBGene00044458,K11H12.10,1.501865893
WBGene00001679,gpb-1,1.5011819
WBGene00009462,sre-22,1.499531059
WBGene00015839,math-10,1.49802933
WBGene00010083,F55B11.1,1.497995983
WBGene00010835,M03B6.3,1.491867557
WBGene00010122,F55G11.1,1.487648178
WBGene00196645,C34D10.3,1.486375827
WBGene00198766,F12F3.7,1.486375827
WBGene00201757,C25H3.20,1.48596015
WBGene00015141,ugt-46,1.485429635
WBGene00001608,R07B1.8,1.482586825
WBGene00023474,srz-37,1.481811942
WBGene00008886,F16C3.2,1.480645088
WBGene00020583,T19D12.9,1.479545834
WBGene00012143,T28H10.2,1.478253216
WBGene00011698,cyp-34A1,1.478096205
WBGene00044103,srbc-47,1.47807009
WBGene00016440,C35D10.2,1.477899152
WBGene00000685,col-111,1.476734019
WBGene00008460,E02H4.2,1.476044515
WBGene00008084,C44C10.3,1.475507527
WBGene00016314,C32D5.6,1.469907662
WBGene00199864,F37B12.10,1.468836328
WBGene00000556,cnc-2,1.465806926
WBGene00005039,sra-13,1.465619032
WBGene00005401,srh-186,1.465360606
WBGene00009560,psa-3,1.464978821
WBGene00019106,F59D6.4,1.463741405
WBGene00011851,clec-23,1.460204268
WBGene00044091,srbc-60,1.459458001
WBGene00012378,W10G6.1,1.459452326
WBGene00006981,zig-4,1.458679561
WBGene00017651,F21A9.2,1.455863427
WBGene00008804,acp-4,1.455663045
WBGene00005910,srx-19,1.454744427
WBGene00008010,C38D9.2,1.45331646
WBGene00086564,K08C9.10,1.452805957
WBGene00009522,F38A1.9,1.452592981
WBGene00006539,tbb-6,1.450936901
WBGene00077752,Y105C5A.508,1.4507869
WBGene00015879,C17B7.5,1.450664833
WBGene00006609,tre-3,1.450622958
WBGene00017947,F31D5.4,1.450282062
WBGene00008024,C39B10.4,1.449535412
WBGene00011578,npr-20,1.449459189
WBGene00045337,M01B2.12,1.448790703
WBGene00000412,cdr-1,1.447831286
WBGene00001241,elo-3,1.446445607
WBGene00007685,C18E9.5,1.446210872
WBGene00020760,T24C4.4,1.445147329
WBGene00007190,rmd-3,1.443162358
WBGene00017764,F25A2.1,1.441186498
WBGene00007608,C15C8.6,1.440410591
WBGene00020567,T19D2.1,1.43801507
WBGene00017791,try-8,1.431320129
WBGene00004847,sls-2.15,1.430932102
WBGene00077673,B0563.10,1.430932102
WBGene00005276,srh-53,1.429267633
WBGene00008778,nhr-264,1.429267633
WBGene00010613,K07A1.6,1.429267633
WBGene00014315,F08G5.t3,1.429267633
WBGene00016008,C23F12.3,1.429267633
WBGene00017944,F31D5.1,1.429267633
WBGene00023157,W02G9.t1,1.429267633
WBGene00045315,Y116A8C.52,1.429267633
WBGene00169846,21ur-10165,1.429267633
WBGene00174184,21ur-11264,1.429267633
WBGene00197124,T06H11.9,1.429267633
WBGene00202068,F01E11.16,1.429267633
WBGene00045151,F17C11.14,1.428112615
WBGene00004003,pgp-9,1.428070619
WBGene00016820,C50E3.9,1.425846651
WBGene00009397,clec-66,1.425489537
WBGene00003252,F01F1.13,1.425263509
WBGene00005273,srh-50,1.421542988
WBGene00004149,pqn-66,1.421102344
WBGene00019536,rpi-2,1.420866637
WBGene00043981,T14E8.4,1.420621091
WBGene00000634,col-58,1.420481861
WBGene00008482,cut-4,1.420147965
WBGene00044980,B0399.3,1.419661067
WBGene00044469,clec-173,1.419153431
WBGene00014825,R13.5,1.419092128
WBGene00009884,F49C12.15,1.418434448
WBGene00012063,fbxb-1,1.416299595
WBGene00200176,T19A5.11,1.416299595
WBGene00007215,C01A2.3,1.416163144
WBGene00199600,D1005.9,1.414931168
WBGene00002827,let-653,1.414842637
WBGene00010092,F55C5.2,1.414457187
WBGene00005883,srw-136,1.414031164
WBGene00008235,C50F4.10,1.413856891
WBGene00019545,K09B3.1,1.413747312
WBGene00012286,sre-35,1.413503436
WBGene00010921,fbxb-4,1.412960016
WBGene00001841,hen-1,1.410533997
WBGene00006679,twk-26,1.409559338
WBGene00000648,col-72,1.407783848
WBGene00016336,C33C12.4,1.406068155
WBGene00011076,scav-5,1.404816684
WBGene00015933,C17H12.8,1.404675501
WBGene00010755,vglu-2,1.404622206
WBGene00009483,F36G3.2,1.403779228
WBGene00017890,F28B4.1,1.403099674
WBGene00007773,C27C12.3,1.401036
WBGene00008565,F08A8.2,1.400013167
WBGene00018901,F55G1.5,1.399097583
WBGene00007339,C05D12.1,1.398943608
WBGene00008891,clec-42,1.398775065
WBGene00007254,C01H6.4,1.397163226
WBGene00011182,R09H10.5,1.397098351
WBGene00015259,dod-20,1.396855639
WBGene00015113,B0281.6,1.390879533
WBGene00009902,F49E12.9,1.389023946
WBGene00004120,pqn-32,1.386439051
WBGene00011622,T08G5.1,1.385657764
WBGene00020160,igcm-3,1.385534451
WBGene00000649,col-73,1.385356794
WBGene00006281,str-255,1.385356794
WBGene00009281,F31B9.4,1.385356794
WBGene00010108,F55C10.4,1.385356794
WBGene00011882,T21B6.5,1.385356794
WBGene00012012,T25B9.6,1.385356794
WBGene00012171,W01B6.4,1.385356794
WBGene00012211,W02D9.5,1.385356794
WBGene00013800,Y116A8C.23,1.385356794
WBGene00015024,B0205.10,1.385356794
WBGene00015764,C14C6.13,1.385356794
WBGene00015959,srbc-10,1.385356794
WBGene00015979,C18F10.9,1.385356794
WBGene00017415,F13A2.6,1.385356794
WBGene00018004,F33D11.7,1.385356794
WBGene00044571,C46F4.3,1.385356794
WBGene00077461,F12F6.11,1.385356794
WBGene00167909,21ur-15144,1.385356794
WBGene00195910,F29F11.8,1.385356794
WBGene00196112,K10D6.8,1.385356794
WBGene00196127,K02E11.14,1.385356794
WBGene00196316,C43C3.6,1.385356794
WBGene00197298,T23F11.8,1.385356794
WBGene00198040,C18A3.19,1.385356794
WBGene00198648,F38B7.15,1.385356794
WBGene00199972,Y102A11A.13,1.385356794
WBGene00200014,F07C3.15,1.385356794
WBGene00201989,F43G9.20,1.385356794
WBGene00007896,C33D3.5,1.384611055
WBGene00019979,R09B5.11,1.380804454
WBGene00006280,str-254,1.380497152
WBGene00011330,T01D3.6,1.379222181
WBGene00011895,T21C9.9,1.377211377
WBGene00004789,sgk-1,1.37708354
WBGene00009099,F25B3.2,1.376738657
WBGene00011568,nhr-26,1.375334798
WBGene00011262,pho-8,1.37520391
WBGene00005210,srg-53,1.374734671
WBGene00044395,R12C12.10,1.374703903
WBGene00017322,clec-160,1.374571476
WBGene00005086,srd-8,1.373721626
WBGene00004966,spe-12,1.371902629
WBGene00004061,pmp-4,1.371399452
WBGene00005836,srw-89,1.370613916
WBGene00012127,T28D6.7,1.370543495
WBGene00019309,K02E7.4,1.369122852
WBGene00006180,str-131,1.368808332
WBGene00012107,T27F6.8,1.368237887
WBGene00013692,Y105E8B.7,1.360973143
WBGene00023020,F30H5.4,1.359893877
WBGene00019043,fbxc-26,1.359428031
WBGene00015701,C11D2.3,1.35731416
WBGene00005942,srx-51,1.356732252
WBGene00018786,hmbx-1,1.356519586
WBGene00015646,mlt-10,1.354919004
WBGene00019717,trx-3,1.351893757
WBGene00005893,srx-2,1.348904202
WBGene00018789,F54C1.1,1.34885963
WBGene00019233,ugt-14,1.346266381
WBGene00010505,K02D3.2,1.346050013
WBGene00010238,F58B4.5,1.345525897
WBGene00000528,clh-1,1.344100833
WBGene00009030,clec-233,1.343395365
WBGene00015080,B0244.5,1.34294747
WBGene00019421,K05F6.10,1.342646198
WBGene00017177,F02E8.4,1.342597912
WBGene00017723,F22F7.6,1.34054122
WBGene00011403,T03F7.6,1.338379804
WBGene00017922,F29B9.7,1.335893572
WBGene00077448,D1086.20,1.333957056
WBGene00005763,srw-16,1.333469895
WBGene00009151,F26D2.13,1.333469895
WBGene00195687,K03A1.8,1.332424492
WBGene00018541,nhr-186,1.33225995
WBGene00014858,W09C5.3,1.330328746
WBGene00044945,C07H6.10,1.330328746
WBGene00010030,F54B11.7,1.330068126
WBGene00006198,str-151,1.329340486
WBGene00001386,far-2,1.329143255
WBGene00015550,C06G3.4,1.328551476
WBGene00010423,H36L18.1,1.326475989
WBGene00016828,sre-52,1.324697151
WBGene00199332,T23F2.9,1.3233459
WBGene00001727,grl-18,1.31832841
WBGene00005119,srd-41,1.316360665
WBGene00011114,R07E5.6,1.316237408
WBGene00017218,dct-5,1.316237408
WBGene00017341,F10D7.4,1.315593728
WBGene00000372,cyp-13A7,1.312827544
WBGene00010246,F58D5.7,1.312671786
WBGene00008749,F13E6.5,1.311342928
WBGene00008493,F01D5.2,1.31039071
WBGene00015509,C06A6.4,1.310045278
WBGene00194667,Y105C5A.1271,1.308546954
WBGene00003598,nhl-2,1.308529851
WBGene00000776,cpl-1,1.308132574
WBGene00019644,cpt-4,1.308118368
WBGene00010123,F55G11.2,1.306589567
WBGene00044962,F28D1.13,1.305689492
WBGene00197300,R08B4.8,1.299269686
WBGene00018165,F38A5.8,1.299070635
WBGene00015662,C10A4.1,1.297775368
WBGene00010080,F55A11.7,1.297309419
WBGene00018255,F40H6.5,1.297013816
WBGene00005369,srh-153,1.29547005
WBGene00019262,H34P18.1,1.292567619
WBGene00020872,T28A11.5,1.292441606
WBGene00199694,2RSSE.6,1.292441606
WBGene00007141,B0331.2,1.29055592
WBGene00005963,srx-72,1.288975657
WBGene00050934,T19C9.10,1.28864904
WBGene00011515,oac-42,1.288247346
WBGene00005321,srh-102,1.287353638
WBGene00005058,sra-32,1.285863531
WBGene00016915,C54D2.1,1.284128167
WBGene00003695,nhr-105,1.28375987
WBGene00020615,T20D4.9,1.283502544
WBGene00009361,F33E2.5,1.283410361
WBGene00008795,F14D7.8,1.28077162
WBGene00011435,T04D3.8,1.280768347
WBGene00010950,srt-44,1.280489838
WBGene00011212,R10E8.6,1.280081842
WBGene00005341,srh-123,1.279473471
WBGene00011540,T06E6.10,1.279414014
WBGene00020468,T13A10.1,1.277516947
WBGene00195926,T09B4.13,1.277516947
WBGene00017441,F13H8.8,1.275615581
WBGene00009426,F35E12.2,1.275598195
WBGene00016458,C35E7.6,1.274270517
WBGene00196157,C07A4.4,1.274253501
WBGene00001962,hlh-19,1.27311827
WBGene00015840,math-11,1.272730212
WBGene00010745,dod-17,1.272194145
WBGene00194687,F57C12.6,1.269231761
WBGene00007181,B0462.1,1.268794211
WBGene00015322,C02B8.3,1.268509389
WBGene00020340,T08B1.1,1.268113996
WBGene00020262,ferl-1,1.267460404
WBGene00009434,F35E12.10,1.267458243
WBGene00017506,F16B4.4,1.266867348
WBGene00008583,ugt-65,1.265950787
WBGene00009811,F47B8.10,1.265462651
WBGene00009404,F35C11.5,1.264470916
WBGene00008634,F10A3.4,1.263484175
WBGene00005402,srh-187,1.263242194
WBGene00016174,C27H5.4,1.260126032
WBGene00015598,fbxa-163,1.259050681
WBGene00010215,nhr-193,1.258613981
WBGene00019779,M60.2,1.258309492
WBGene00020869,T28A11.2,1.258077847
WBGene00007454,C08F11.7,1.257669483
WBGene00009079,F23B12.1,1.25759676
WBGene00005089,srd-11,1.255737345
WBGene00009846,F48F5.2,1.255143398
WBGene00010581,K05C4.4,1.254727042
WBGene00002222,klp-11,1.254580429
WBGene00011704,sdz-31,1.254543525
WBGene00016660,C45B2.3,1.252922824
WBGene00005692,sru-29,1.252642781
WBGene00008272,C53B4.2,1.252642781
WBGene00005999,srx-108,1.252470321
WBGene00019761,M03F8.1,1.251794546
WBGene00007864,C32H11.1,1.251369978
WBGene00000860,cwp-2,1.248606611
WBGene00194725,T16H12.13,1.245546803
WBGene00017475,F14H12.8,1.245092243
WBGene00019659,K11H12.3,1.244496229
WBGene00012313,W06G6.11,1.243639148
WBGene00016413,C34F11.1,1.243639148
WBGene00021143,clec-132,1.243639148
WBGene00198750,F11H8.7,1.243639148
WBGene00201130,K10D6.21,1.243639148
WBGene00201473,R02D5.21,1.243639148
WBGene00001721,grl-12,1.243160261
WBGene00012323,oac-54,1.243020844
WBGene00009104,F25C8.1,1.242208662
WBGene00009593,F40F12.4,1.242208662
WBGene00015656,srz-70,1.24205921
WBGene00019119,F59E12.3,1.24205921
WBGene00009872,F49C12.2,1.241041868
WBGene00019387,K04F1.8,1.241041868
WBGene00020885,T28B4.2,1.241041868
WBGene00169034,21ur-9743,1.241041868
WBGene00202030,C24F3.7,1.241041868
WBGene00007419,C07E3.9,1.238746428
WBGene00011836,T19B10.9,1.238251507
WBGene00004005,pgp-11,1.23800175
WBGene00009896,scl-3,1.236975199
WBGene00007748,C26E1.2,1.236730264
WBGene00019493,catp-5,1.235681765
WBGene00005142,srd-65,1.23516355
WBGene00019348,K02H11.4,1.234646337
WBGene00044457,C18H7.11,1.234297237
WBGene00011222,R10H10.3,1.233785113
WBGene00009133,bed-3,1.233344203
WBGene00003605,nhr-6,1.233279536
WBGene00011753,T13F3.6,1.232101287
WBGene00008366,D1046.5,1.230375911
WBGene00044280,W02A2.9,1.229779742
WBGene00014741,F22B8.2,1.228417027
WBGene00011315,mbr-1,1.228341319
WBGene00015794,C15F1.1,1.228042612
WBGene00002206,kin-24,1.224411853
WBGene00171002,21ur-9918,1.223878032
WBGene00002057,ifd-1,1.223521837
WBGene00003546,nas-28,1.223335557
WBGene00000679,col-105,1.222995408
WBGene00194839,C01B10.44,1.222718727
WBGene00005964,srx-73,1.222405341
WBGene00018687,F52D2.5,1.221683477
WBGene00019197,H14A12.5,1.22092795
WBGene00015085,B0244.10,1.219934588
WBGene00004358,rhr-1,1.219024754
WBGene00018237,F40F4.6,1.218843848
WBGene00005566,sri-54,1.217904285
WBGene00001622,glt-4,1.215952586
WBGene00000133,amt-1,1.215835977
WBGene00045215,C02F12.10,1.215523358
WBGene00015841,C16C8.2,1.211764115
WBGene00010791,sodh-2,1.210378485
WBGene00201919,T28B11.24,1.209971495
WBGene00003769,nlp-31,1.208911242
WBGene00007618,C15H11.10,1.208909972
WBGene00086555,F49B2.7,1.20756687
WBGene00195265,F47B7.9,1.204918687
WBGene00001729,grl-20,1.204613201
WBGene00011396,nhr-271,1.204493336
WBGene00010916,M110.8,1.203770834
WBGene00009342,fasn-1,1.20239773
WBGene00017824,clec-217,1.200732907
WBGene00011359,lgc-17,1.200562657
WBGene00016091,nhr-30,1.196990673
WBGene00017587,F19B10.5,1.196525853
WBGene00006192,str-145,1.196498951
WBGene00194918,K08D8.9,1.196498951
WBGene00196020,F35G2.9,1.195712349
WBGene00009548,F38H4.4,1.19443845
WBGene00008843,arrd-9,1.194131663
WBGene00007497,C09G9.8,1.192711716
WBGene00000687,col-113,1.19194061
WBGene00013644,Y105C5A.25,1.189775273
WBGene00005385,srh-169,1.189768634
WBGene00009589,F40F11.4,1.189363338
WBGene00045316,C49F5.9,1.188608508
WBGene00014734,F11A3.3,1.187695161
WBGene00020015,nhr-210,1.18668491
WBGene00077535,F15H9.7,1.185239447
WBGene00005124,srd-46,1.185104989
WBGene00010750,K10D11.6,1.185020447
WBGene00002274,lec-11,1.182741351
WBGene00010070,F54F11.2,1.182729383
WBGene00044659,fbxa-142,1.181239933
WBGene00006210,str-165,1.178624524
WBGene00016181,C28C12.11,1.176465518
WBGene00015432,srbc-4,1.174325323
WBGene00005727,srv-16,1.173570887
WBGene00011979,T24B8.5,1.173491126
WBGene00011846,T19H5.1,1.173325755
WBGene00006158,str-103,1.172651547
WBGene00006895,ver-2,1.165091682
WBGene00003107,mab-10,1.164110416
WBGene00020247,T05B11.4,1.164029239
WBGene00004023,pho-4,1.16283265
WBGene00197733,T25C12.5,1.162742916
WBGene00019204,H14N18.4,1.162625645
WBGene00009394,clec-63,1.162570809
WBGene00001523,gbh-2,1.161105623
WBGene00004196,prx-11,1.160904924
WBGene00017848,F27B3.6,1.160178123
WBGene00019589,K09F6.6,1.159949679
WBGene00015768,C14C11.4,1.159741678
WBGene00020698,T22F3.8,1.159479149
WBGene00194915,JC8.16,1.15912895
WBGene00014440,K11E4.t3,1.158434882
WBGene00001096,dsc-1,1.158307319
WBGene00020242,phat-5,1.157653936
WBGene00015611,C08F1.8,1.157596482
WBGene00010360,fbxa-96,1.155947779
WBGene00010885,M7.9,1.155947779
WBGene00201770,C12D8.25,1.155947779
WBGene00009255,ugt-34,1.155863905
WBGene00200967,C13C4.11,1.155531472
WBGene00020607,srab-20,1.155399843
WBGene00016450,clec-5,1.154608395
WBGene00019422,K05G3.1,1.1520269
WBGene00008698,F11D11.3,1.151936932
WBGene00011643,T09B9.2,1.151810382
WBGene00006139,str-79,1.150677553
WBGene00017486,F15E6.5,1.150635711
WBGene00019100,F59B1.8,1.150609044
WBGene00005789,srw-42,1.149293474
WBGene00016300,C32B5.7,1.149293474
WBGene00005197,srg-40,1.148770214
WBGene00010189,F57B1.6,1.14794682
WBGene00018837,F54G2.1,1.147248658
WBGene00011402,T03F7.5,1.147213997
WBGene00005096,srd-18,1.147037694
WBGene00019660,K11H12.4,1.146025543
WBGene00007835,oac-7,1.145562087
WBGene00006095,str-29,1.144857884
WBGene00019593,K09F6.10,1.143206398
WBGene00000215,asp-2,1.141606364
WBGene00011877,T21B4.3,1.141185807
WBGene00016478,srt-72,1.14085211
WBGene00008478,E03H4.11,1.140812356
WBGene00011558,ostf-4,1.139292089
WBGene00003828,nuc-1,1.138361168
WBGene00001955,hlh-11,1.137836216
WBGene00008242,C50H2.6,1.136139674
WBGene00008308,C54E10.3,1.135620057
WBGene00005839,srw-92,1.134941172
WBGene00020144,T01C8.3,1.134746406
WBGene00015333,C02C2.4,1.134671459
WBGene00018724,F53A9.1,1.132679114
WBGene00012041,T26E3.8,1.131974829
WBGene00202410,F54F12.5,1.131027912
